132,126,104,129,128,127,118,139,112,117,106,115,133,134,137,135,138,125,140,136,121,105,109,107,116,119,111,142,141,113,131,130,108,110,102,103,122,124,120,123,114,151,152,153,161,162,163,164,32,26,4,29,28,27,18,39,12,17,6,15,33,34,37,35,38,25,40,36,21,5,9,7,16,19,11,42,41,13,31,30,8,10,2,3,22,24,20,23,14,51,52,53,61,62,63,64
-1,0.246038,-1,0.484567,0.407951,0.370369,0.576472,0.409152,-1,-1,0.411176,0.266402,-1,0.406172,0.493995,0.431568,-1,0.522383,0.425782,-1,0.579576,0.54328,0.593234,0.606538,0.669918,0.541356,0.299774,-1,-1,0.451049,-1,0.370226,0.374272,-1,0.38949,0.325763,0.35237,-1,-1,-1,-1,-1,0.421695,-1,-1,-1,-1,-1,0.695171,0.730052,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.760235,-1,0.739222,0.748042,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.751551,0.815255,-1,-1,0.833024,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0.246038,-1,0.411425,0.52675,0.408259,0.374242,0.648177,0.433429,-1,-1,0.486276,0.346443,0.408428,0.3734,0.478177,0.429004,0.457102,0.578007,0.455242,-1,0.660403,0.617508,0.670965,0.662149,0.756626,0.611834,0.394069,0.452125,0.507702,0.504603,0.412203,0.341164,0.397666,0.358252,0.479211,0.345739,0.352431,-1,-1,-1,-1,-1,0.454377,0.307207,-1,-1,-1,-1,0.698386,0.748163,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.782656,-1,0.750779,0.764824,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.777067,0.827549,-1,0.945344,0.857346,0.777839,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,0.411425,-1,0.545848,0.576667,-1,0.421178,-1,0.421296,0.343968,0.239729,0.256523,-1,0.610831,-1,0.634471,-1,0.521022,0.54479,-1,0.481868,0.368795,0.468936,0.437547,0.540819,0.48939,0.340448,-1,-1,-1,-1,-1,0.510309,0.394951,0.3027,0.40285,0.472711,0.654105,0.741073,0.676507,0.678122,0.285838,0.485524,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0.484567,0.52675,0.545848,-1,0.540403,0.517034,0.410633,0.423684,0.451554,0.57894,0.537764,0.492204,0.456917,0.604105,0.621903,0.578408,0.56815,0.403732,0.387834,0.384742,0.427025,0.535717,0.457598,0.527607,0.497814,0.460098,0.612953,0.424368,0.398155,0.425324,0.544266,0.529679,0.70645,0.672827,0.683079,0.661221,0.674594,-1,0.836612,0.757548,-1,0.479235,0.577179,0.485144,0.338398,0.452184,-1,0.465558,-1,-1,-1,0.396681,0.619359,-1,0.414853,-1,-1,-1,0.648035,0.615906,0.595575,0.706931,0.715378,0.677732,0.700524,0.547605,0.530726,-1,0.532519,0.579048,0.56201,0.535256,0.618847,0.562053,0.734783,0.589257,0.561354,0.555025,-1,-1,-1,-1,0.821917,-1,0.775895,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0.407951,0.408259,0.576667,0.540403,-1,0.253942,0.755139,0.552413,0.754003,0.409294,0.659873,0.521205,0.44949,0.362232,0.364189,0.270881,0.343268,0.684172,0.515781,0.674248,0.77335,0.773086,0.804813,0.83797,0.866237,0.762079,0.469015,0.47785,0.513326,0.653045,0.450536,0.502983,0.453428,0.448058,0.627286,0.504225,0.390748,0.392596,0.456255,0.396503,0.482171,0.51197,0.4042,0.39491,0.551718,0.528764,-1,-1,-1,-1,-1,0.569838,0.487892,0.418027,-1,0.624981,-1,-1,-1,0.683923,0.621249,0.630186,0.651433,0.581242,0.62067,0.797208,0.656994,-1,-1,-1,0.869697,-1,-1,0.823639,0.650597,0.620907,0.653097,0.750736,-1,-1,0.697313,-1,-1,0.732046,-1,-1,0.70202,0.69021,0.745183,-1,-1,-1,0.651424,-1,-1,-1
0.370369,0.374242,-1,0.517034,0.253942,-1,0.704506,-1,-1,-1,0.597656,0.453935,-1,0.385161,0.3995,0.316506,0.389383,0.672913,0.513912,-1,0.727193,0.704649,0.755389,0.770484,0.825126,0.715214,0.390756,-1,-1,-1,-1,-1,0.424745,0.410309,0.536119,0.4502,0.357605,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.385078,-1,-1,-1,-1,-1,-1,-1,-1,0.523593,0.552773,0.485571,0.53742,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0.576472,0.648177,0.421178,0.410633,0.755139,0.704506,-1,-1,-1,0.629677,0.338859,0.466666,-1,0.818007,-1,-1,0.792877,0.392946,0.53688,0.444301,0.246715,0.292659,0.270588,0.267253,0.313835,0.355026,0.654974,-1,-1,-1,-1,-1,0.803798,0.72765,0.609158,0.699678,0.78167,-1,1,0.953557,-1,0.508003,0.725234,0.554602,0.261492,0.366854,-1,0.181766,-1,-1,-1,0.421046,-1,-1,-1,-1,-1,-1,-1,0.580139,-1,-1,-1,-1,-1,-1,-1,-1,0.393264,0.41297,-1,0.340238,0.452308,-1,0.834782,-1,-1,-1,-1,-1,-1,-1,0.77002,-1,0.896464,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0.409152,0.433429,-1,0.423684,0.552413,-1,-1,-1,-1,-1,-1,0.430641,0.328266,0.539469,0.590623,0.565706,0.541868,0.364313,0.272999,-1,0.50557,0.591065,0.52622,0.625202,0.600596,0.407522,0.590406,0.351224,0.359487,0.332196,0.440208,0.385032,0.671955,0.622403,0.66221,0.603697,0.630423,-1,0.819101,0.73236,0.789703,0.442259,0.603797,0.447869,0.389363,0.425402,-1,-1,-1,-1,-1,-1,0.694837,-1,-1,-1,-1,-1,-1,-1,-1,0.805263,0.82336,0.768233,0.792176,0.696428,0.665767,-1,-1,-1,-1,-1,-1,0.728994,-1,0.700598,0.690577,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,0.421296,0.451554,0.754003,-1,-1,-1,-1,-1,0.377112,0.438959,-1,0.754231,-1,-1,-1,0.355027,0.482652,-1,0.284815,0.341253,0.240188,0.35063,0.346447,0.272344,0.617908,0.589828,-1,0.301547,0.6768,0.586977,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.348453,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
