132,126,104,129,128,127,118,139,112,117,106,115,133,134,137,135,138,125,140,136,121,105,109,107,116,119,111,142,141,113,131,130,108,110,102,103,122,124,120,123,114,151,152,153,161,162,163,164,32,26,4,29,28,27,18,39,12,17,6,15,33,34,37,35,38,25,40,36,21,5,9,7,16,19,11,42,41,13,31,30,8,10,2,3,22,24,20,23,14,51,52,53,61,62,63,64
-1,0.878709,-1,0.869429,0.659496,0.910416,0.568719,0.986114,-1,-1,0.907333,0.945513,-1,0.744352,0.543593,0.848031,-1,0.716994,0.965094,-1,0.758406,0.649794,0.796913,0.342764,0.455422,0.755709,0.562908,-1,-1,0.841007,-1,0.636255,0.6521,-1,0.425533,0.722311,0.738025,-1,-1,-1,-1,-1,0.740848,-1,-1,-1,-1,-1,1,0.98098,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.949225,-1,0.805639,0.604389,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.689621,0.709917,-1,-1,0.673946,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0.878709,-1,0.514542,0.731729,0.601269,0.781702,0.490368,0.823141,-1,-1,0.704474,0.775423,0.69482,0.647095,0.489427,0.652046,0.633524,0.61152,0.797303,-1,0.679987,0.538834,0.678089,0.310224,0.415229,0.662327,0.492253,0.734611,0.653653,0.705094,0.552561,0.551367,0.583785,0.446731,0.389295,0.644005,0.583922,-1,-1,-1,-1,-1,0.600974,0.934893,-1,-1,-1,-1,0.89158,0.793582,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.78246,-1,0.681556,0.493231,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.57622,0.615873,-1,0.328204,0.58331,0.663034,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,0.514542,-1,0.563252,0.455086,-1,0.353324,-1,0.570395,0.380788,0.624323,0.595379,-1,0.459928,-1,0.534256,-1,0.46635,0.586868,-1,0.578289,0.383219,0.482698,0.220604,0.337934,0.52463,0.360946,-1,-1,-1,-1,-1,0.435089,0.33093,0.272841,0.491066,0.43035,0.464658,0.259446,0.495166,0.209787,0.808623,0.594011,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0.869429,0.731729,0.563252,-1,0.57615,0.76651,0.489688,0.795954,0.771136,0.461044,0.756992,0.76989,0.678446,0.621645,0.506767,0.705577,0.708424,0.606928,0.765265,0.552578,0.681827,0.530339,0.680137,0.282338,0.391128,0.652205,0.518063,0.743116,0.691878,0.702197,0.585134,0.546885,0.586558,0.436049,0.378763,0.61454,0.597054,-1,0.331884,0.596342,-1,0.824864,0.623651,0.985157,0.794975,0.898339,-1,0.634859,-1,-1,-1,0.760639,0.639663,-1,0.667061,-1,-1,-1,0.805827,0.82513,0.73769,0.695213,0.54128,0.664569,0.570991,0.607105,0.768645,-1,0.542526,0.591272,0.661189,0.235459,0.440319,0.784301,0.470118,0.709224,0.530517,0.727994,-1,-1,-1,-1,0.340958,-1,0.695881,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0.659496,0.601269,0.455086,0.57615,-1,0.602149,0.409349,0.635573,0.595113,0.352177,0.599687,0.622628,0.562947,0.526735,0.408821,0.580863,0.575586,0.538361,0.623259,0.475492,0.543219,0.425533,0.53495,0.273368,0.371,0.537061,0.423949,0.601798,0.557819,0.552572,0.489954,0.44717,0.4674,0.386832,0.307847,0.5104,0.493787,0.455849,0.321745,0.497418,0.21303,0.619302,0.520525,0.720187,0.631364,0.676953,-1,-1,-1,-1,-1,0.595773,0.517007,0.465993,-1,0.676736,-1,-1,-1,0.64642,0.628981,0.563202,0.458957,0.550079,0.502055,0.47077,0.622379,-1,-1,-1,0.540052,-1,-1,0.600808,0.39123,0.573475,0.445235,0.587118,-1,-1,0.505563,-1,-1,0.487878,-1,-1,0.33916,0.532538,0.311365,-1,-1,-1,0.647937,-1,-1,-1
0.910416,0.781702,-1,0.76651,0.602149,-1,0.538737,-1,-1,-1,0.838099,0.86501,-1,0.638308,0.474673,0.738315,0.739337,0.664339,0.825401,-1,0.774245,0.542082,0.715109,0.314085,0.407808,0.662758,0.531811,-1,-1,-1,-1,-1,0.619097,0.432223,0.421311,0.676382,0.666565,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.67538,-1,-1,-1,-1,-1,-1,-1,-1,0.732414,0.520886,0.670008,0.639538,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0.568719,0.490368,0.353324,0.489688,0.409349,0.538737,-1,-1,-1,0.296718,0.539298,0.551457,-1,0.427963,-1,-1,0.493643,0.436495,0.543625,0.444674,0.460053,0.360215,0.496423,0.219225,0.3132,0.449837,0.35885,-1,-1,-1,-1,-1,0.399067,0.309867,0.264045,0.435007,0.452979,-1,0.246537,0.418105,-1,0.580272,0.451412,0.651072,0.56238,0.643378,-1,0.493142,-1,-1,-1,0.498626,-1,-1,-1,-1,-1,-1,-1,0.575821,-1,-1,-1,-1,-1,-1,-1,-1,0.362288,0.382472,-1,0.127712,0.300123,-1,0.2908,-1,-1,-1,-1,-1,-1,-1,0.2219,-1,0.487386,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0.986114,0.823141,-1,0.795954,0.635573,-1,-1,-1,-1,-1,-1,0.861401,0.732061,0.682544,0.550013,0.765919,0.74684,0.67697,0.859876,-1,0.700209,0.542352,0.729194,0.283476,0.442436,0.709017,0.55033,0.791978,0.72707,0.759098,0.629163,0.622991,0.649439,0.588199,0.373639,0.675623,0.628056,-1,0.356687,0.656337,0.292485,0.86725,0.691802,1,0.865117,0.968212,-1,-1,-1,-1,-1,-1,0.673936,-1,-1,-1,-1,-1,-1,-1,-1,0.75337,0.555255,0.666717,0.581103,0.628597,0.811556,-1,-1,-1,-1,-1,-1,0.798833,-1,0.700187,0.551846,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,0.570395,0.771136,0.595113,-1,-1,-1,-1,-1,0.871942,0.870858,-1,0.651716,-1,-1,-1,0.655809,0.84234,-1,0.713297,0.561026,0.730458,0.311879,0.449595,0.691724,0.56646,0.796556,-1,0.770298,0.615275,0.58973,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.962398,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
