Scale1015ID	Scale1015labels	cortical	hemisphere	Scale1015to83
931	inferiortemporal_4	1	l	70
932	inferiortemporal_1	1	l	70
933	inferiortemporal_9	1	l	70
934	inferiortemporal_3	1	l	70
935	inferiortemporal_10	1	l	70
936	inferiortemporal_12	1	l	70
937	inferiortemporal_16	1	l	70
938	inferiortemporal_7	1	l	70
939	middletemporal_6	1	l	71
940	middletemporal_16	1	l	71
941	middletemporal_10	1	l	71
942	middletemporal_7	1	l	71
943	middletemporal_3	1	l	71
944	middletemporal_1	1	l	71
945	middletemporal_13	1	l	71
946	middletemporal_8	1	l	71
947	middletemporal_14	1	l	71
948	middletemporal_5	1	l	71
949	middletemporal_11	1	l	71
950	middletemporal_9	1	l	71
951	middletemporal_15	1	l	71
952	middletemporal_2	1	l	71
953	middletemporal_4	1	l	71
954	middletemporal_12	1	l	71
955	bankssts_1	1	l	72
956	bankssts_3	1	l	72
957	bankssts_2	1	l	72
958	bankssts_6	1	l	72
959	bankssts_4	1	l	72
960	bankssts_5	1	l	72
961	superiortemporal_26	1	l	73
962	superiortemporal_20	1	l	73
963	superiortemporal_11	1	l	73
964	superiortemporal_4	1	l	73
965	superiortemporal_24	1	l	73
966	superiortemporal_18	1	l	73
967	superiortemporal_3	1	l	73
968	superiortemporal_21	1	l	73
969	superiortemporal_17	1	l	73
970	superiortemporal_25	1	l	73
971	superiortemporal_9	1	l	73
972	superiortemporal_19	1	l	73
973	superiortemporal_16	1	l	73
974	superiortemporal_6	1	l	73
975	superiortemporal_13	1	l	73
976	superiortemporal_8	1	l	73
977	superiortemporal_23	1	l	73
978	superiortemporal_15	1	l	73
979	superiortemporal_12	1	l	73
980	superiortemporal_5	1	l	73
981	superiortemporal_10	1	l	73
982	superiortemporal_1	1	l	73
983	superiortemporal_22	1	l	73
984	superiortemporal_14	1	l	73
985	superiortemporal_7	1	l	73
986	superiortemporal_2	1	l	73
987	transversetemporal_4	1	l	74
988	transversetemporal_1	1	l	74
989	transversetemporal_3	1	l	74
990	transversetemporal_2	1	l	74
991	insula_5	1	l	75
992	insula_2	1	l	75
993	insula_16	1	l	75
994	insula_12	1	l	75
995	insula_1	1	l	75
996	insula_8	1	l	75
997	insula_14	1	l	75
998	insula_10	1	l	75
999	insula_9	1	l	75
1000	insula_13	1	l	75
1001	insula_11	1	l	75
1002	insula_6	1	l	75
1003	insula_15	1	l	75
1004	insula_4	1	l	75
1005	insula_7	1	l	75
1006	insula_3	1	l	75
1007	insula_17	1	l	75
1008	thalamusproper	0	l	76
1009	caudate	0	l	77
1010	putamen	0	l	78
1011	pallidum	0	l	79
1012	accumbensarea	0	l	80
1013	hyppocampus	0	l	81
1014	amygdala	0	l	82
1015	brainstem	2	l	83
